customer_id,date_of_birth,current_address,number_of_dependents,annual_income,employment_status,time_at_current_job_months,marital_status,education_level,time_at_current_address_months,account_id,account_type,credit_limit,current_balance,date_opened,date_closed,payment_history_status,total_payments_made,months_since_last_delinquency,is_defaulted,bureau_score_at_opening,bankruptcies,public_records
9090263,1974-10-11,"1079 Schwartz Park Suite 024
Maryfurt, KS 70902",2,30326.65,Self-Employed,212,Divorced,High School,17,9328947.0,Personal Loan,17304.92,4147.53,2020-07-27,2023-10-13,30-60 Days Late,299.0,21.0,False,480.0,1.0,1.0
5257761,1959-12-22,"0512 Tommy Alley Apt. 228
Lake David, MI 50846",1,64045.96,Employed,128,Divorced,PhD,88,13495235.0,Mortgage,15779.88,4676.37,2024-03-27,2021-10-27,On Time,156.0,26.0,True,840.0,1.0,1.0
639594,1998-12-24,"23821 Ramirez Fort Apt. 422
East Sean, WA 68455",2,36739.24,Self-Employed,67,Divorced,Bachelor,100,10607960.0,Personal Loan,11775.9,4019.56,2018-04-30,,30-60 Days Late,50.0,6.0,True,475.0,2.0,1.0
639594,1998-12-24,"23821 Ramirez Fort Apt. 422
East Sean, WA 68455",2,36739.24,Self-Employed,67,Divorced,Bachelor,100,16490473.0,Credit Card,12101.5,4019.56,2019-07-13,,30-60 Days Late,100.0,12.0,True,475.0,1.0,1.0
15464028,1987-12-16,"4207 Griffith Burg Suite 903
East Matthewbury, AS 43022",1,64131.72,Self-Employed,49,Divorced,Master,157,14481836.0,Mortgage,4865.04,1618.91,2016-06-12,,On Time,206.0,7.0,False,498.0,0.0,1.0
15464028,1987-12-16,"4207 Griffith Burg Suite 903
East Matthewbury, AS 43022",1,64131.72,Self-Employed,49,Divorced,Master,157,4655767.0,Mortgage,4865.04,1618.86,2016-06-12,2024-10-18,On Time,206.0,7.0,False,765.0,0.0,1.0
1320091,1970-07-17,"464 Sandra Valley Apt. 928
West Adam, NJ 41381",3,37658.58,Self-Employed,34,Divorced,PhD,118,948074.0,Auto Loan,16588.88,3384.25,2021-01-21,,30-60 Days Late,121.0,38.0,True,300.0,0.0,1.0
1320091,1970-07-17,"464 Sandra Valley Apt. 928
West Adam, NJ 41381",3,37658.58,Self-Employed,34,Divorced,PhD,118,11852201.0,Personal Loan,14966.9,3384.25,2018-03-06,,30-60 Days Late,139.0,43.0,True,300.0,0.0,1.0
12720023,1972-12-05,"7530 Maria Meadows
Harrellport, WI 43232",4,69630.08,Employed,215,Single,Bachelor,34,8883946.0,Auto Loan,15716.71,2893.58,2021-12-15,2022-05-03,On Time,263.0,32.0,False,603.0,0.0,1.0
12720023,1972-12-05,"7530 Maria Meadows
Harrellport, WI 43232",4,69630.08,Employed,215,Single,Bachelor,34,16100523.0,Credit Card,18979.2,2893.57,2021-12-07,,On Time,229.0,33.0,True,396.0,0.0,0.0
764137,1955-10-27,"001 Porter Hollow Suite 722
South Christopherburgh, MI 02150",3,28713.43,Self-Employed,57,Single,Master,89,13307776.0,Credit Card,9212.43,4274.59,2020-02-08,2024-06-21,30-60 Days Late,163.0,43.0,False,472.0,1.0,0.0
764137,1955-10-27,"001 Porter Hollow Suite 722
South Christopherburgh, MI 02150",3,28713.43,Self-Employed,57,Single,Master,89,2228954.0,Credit Card,9749.85,4274.59,2016-09-06,2024-06-21,30-60 Days Late,262.0,3.0,False,399.0,1.0,0.0
764137,1955-10-27,"001 Porter Hollow Suite 722
South Christopherburgh, MI 02150",3,28713.43,Self-Employed,57,Single,Master,89,5507290.0,Credit Card,11351.98,4274.59,2016-01-19,2024-06-21,On Time,277.0,2.0,False,550.0,2.0,0.0
8791522,1967-11-29,"99669 Mack Court
Barbaraland, NJ 16650",1,53945.57,Employed,221,Married,Bachelor,162,2648702.0,Personal Loan,14887.83,7460.12,2024-10-06,2022-06-02,On Time,299.0,57.0,False,849.0,2.0,0.0
8791522,1967-11-29,"99669 Mack Court
Barbaraland, NJ 16650",1,53945.57,Employed,221,Married,Bachelor,162,4177625.0,Personal Loan,11809.59,7460.08,2024-02-27,,On Time,276.0,36.0,True,819.0,1.0,0.0
6210725,2006-02-19,"290 Mark Burgs
Nelsonfort, SD 79982",2,44212.14,Self-Employed,151,Divorced,High School,132,6742471.0,Personal Loan,11358.04,4426.37,2020-01-21,2020-12-07,On Time,220.0,30.0,True,336.0,1.0,0.0
6731872,1974-05-20,"828 Shane Expressway Apt. 288
Markfort, TX 40985",0,63441.99,Employed,52,Divorced,Bachelor,47,10768028.0,Credit Card,8063.25,1066.0,2020-02-20,2022-01-27,60-90 Days Late,213.0,54.0,False,629.0,1.0,0.0
6731872,1974-05-20,"828 Shane Expressway Apt. 288
Markfort, TX 40985",0,63441.99,Employed,52,Divorced,Bachelor,47,2599966.0,Credit Card,8017.12,1065.87,2020-12-23,2022-12-23,60-90 Days Late,97.0,55.0,True,632.0,1.0,0.0
6731872,1974-05-20,"828 Shane Expressway Apt. 288
Markfort, TX 40985",0,63441.99,Employed,52,Divorced,Bachelor,47,635928.0,Credit Card,8426.61,1067.2,2019-10-12,,60-90 Days Late,38.0,53.0,False,629.0,1.0,0.0
6731872,1974-05-20,"828 Shane Expressway Apt. 288
Markfort, TX 40985",0,63441.99,Employed,52,Divorced,Bachelor,47,5060773.0,Credit Card,7734.32,1065.27,2022-11-09,2021-11-21,60-90 Days Late,224.0,59.0,True,633.0,1.0,1.0
11141111,1981-06-09,"7530 Maria Meadows
Harrellport, WI 43232",1,59611.98,Employed,166,Single,High School,104,12316504.0,Mortgage,10206.55,4809.9,2024-08-28,,On Time,100.0,40.0,True,786.0,1.0,0.0
11141111,1981-06-09,"7530 Maria Meadows
Harrellport, WI 43232",1,59611.98,Employed,166,Single,High School,104,6965142.0,Mortgage,8589.48,4809.86,2023-12-28,2023-03-20,On Time,102.0,39.0,True,654.0,1.0,0.0
6060733,1981-08-18,"646 David Track
Port Kimberly, WA 06746",4,53161.83,Self-Employed,173,Married,Bachelor,170,1011619.0,Personal Loan,23616.58,7038.54,2025-09-13,2024-04-21,60-90 Days Late,76.0,16.0,False,670.0,0.0,0.0
6060733,1981-08-18,"646 David Track
Port Kimberly, WA 06746",4,53161.83,Self-Employed,173,Married,Bachelor,170,12503711.0,Mortgage,26988.38,7038.48,2025-06-15,2024-07-05,60-90 Days Late,137.0,14.0,False,668.0,0.0,0.0
6060733,1981-08-18,"646 David Track
Port Kimberly, WA 06746",4,53161.83,Self-Employed,173,Married,Bachelor,170,1979563.0,Mortgage,28563.23,7038.51,2024-01-10,2024-03-29,60-90 Days Late,90.0,13.0,False,607.0,0.0,0.0
1828352,1960-11-01,"027 Neal Pines
Alicemouth, FM 07118",0,56072.29,Unemployed,145,Divorced,PhD,20,12047698.0,Credit Card,19153.96,5330.63,2021-06-18,2022-10-08,60-90 Days Late,82.0,41.0,True,687.0,2.0,0.0
1139056,1985-05-05,"748 Patton Landing Suite 978
East Kari, MT 21332",4,26258.37,Unemployed,201,Single,Master,153,9348086.0,Auto Loan,20104.4,4808.05,2023-09-09,2023-03-04,60-90 Days Late,115.0,51.0,True,501.0,2.0,1.0
14359995,1975-11-19,"4255 Chambers Spring Suite 860
Kimburgh, FM 59716",1,72545.63,Self-Employed,210,Divorced,PhD,163,3007891.0,Credit Card,1943.25,5094.37,2019-10-07,2021-03-08,On Time,223.0,36.0,True,560.0,2.0,0.0
3788939,1997-01-24,"549 Oscar Courts
East Andrew, IN 04398",1,67468.13,Unemployed,231,Single,PhD,45,16222745.0,Mortgage,12752.71,2088.38,2019-09-18,2023-04-21,30-60 Days Late,299.0,59.0,True,541.0,1.0,0.0
5707739,1982-06-23,"18292 Warren Isle Apt. 986
East Kathleen, PW 74253",1,55026.29,Unemployed,12,Divorced,Master,151,12345586.0,Mortgage,9966.45,4535.57,2022-06-13,2022-04-02,60-90 Days Late,180.0,19.0,True,535.0,2.0,1.0
5707739,1982-06-23,"18292 Warren Isle Apt. 986
East Kathleen, PW 74253",1,55026.29,Unemployed,12,Divorced,Master,151,206111.0,Mortgage,7173.4,4535.77,2021-06-19,2021-11-10,60-90 Days Late,87.0,21.0,False,691.0,2.0,1.0
5707739,1982-06-23,"18292 Warren Isle Apt. 986
East Kathleen, PW 74253",1,55026.29,Unemployed,12,Divorced,Master,151,420051.0,Mortgage,6142.82,4536.63,2020-12-31,2021-05-20,60-90 Days Late,97.0,15.0,True,582.0,1.0,1.0
7760811,1976-06-20,"0224 Crawford Causeway
East Zacharyshire, NH 01926",2,55862.19,Unemployed,3,Single,Bachelor,35,12514613.0,Credit Card,16631.33,5743.66,2020-10-22,2021-05-16,On Time,299.0,52.0,True,773.0,2.0,0.0
7760811,1976-06-20,"0224 Crawford Causeway
East Zacharyshire, NH 01926",2,55862.19,Unemployed,3,Single,Bachelor,35,12044259.0,Credit Card,18078.17,5743.73,2020-08-17,2021-07-18,30-60 Days Late,299.0,34.0,False,785.0,2.0,0.0
7612145,1993-05-27,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",0,23567.54,Unemployed,232,Married,Master,102,16751862.0,Credit Card,23400.0,5735.15,2025-09-13,2022-05-13,60-90 Days Late,233.0,20.0,False,717.0,2.0,0.0
7612145,1993-05-27,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",0,23567.54,Unemployed,232,Married,Master,102,14679895.0,Credit Card,27064.34,5735.14,2024-05-12,2023-09-19,60-90 Days Late,246.0,43.0,False,509.0,2.0,0.0
7612145,1993-05-27,"43295 Henderson Lock Suite 399
South Elizabeth, RI 05530",0,23567.54,Unemployed,232,Married,Master,102,2566169.0,Credit Card,28140.31,5735.23,2024-04-03,,60-90 Days Late,233.0,52.0,False,532.0,2.0,0.0
9264771,1996-10-29,"232 Baker Pass Suite 592
Carpenterland, DE 64557",1,45482.85,Unemployed,204,Married,Bachelor,151,2862581.0,Personal Loan,26685.59,4495.03,2018-01-05,2023-12-06,30-60 Days Late,228.0,43.0,True,493.0,0.0,1.0
2481783,1999-11-30,"79623 James Garden Apt. 764
Port Connieville, OK 64964",2,35562.71,Employed,89,Married,High School,70,1479544.0,Mortgage,16405.15,4346.56,2019-06-20,2025-03-10,On Time,239.0,42.0,False,544.0,2.0,1.0
6997376,1962-10-31,"67165 Joseph Islands
North Michael, MS 82638",2,34271.79,Employed,32,Single,PhD,18,16704984.0,Personal Loan,16449.63,2441.41,2021-02-11,2022-06-24,60-90 Days Late,251.0,19.0,False,781.0,2.0,0.0
6997376,1962-10-31,"67165 Joseph Islands
North Michael, MS 82638",2,34271.79,Employed,32,Single,PhD,18,10529731.0,Personal Loan,17555.64,2441.41,2018-11-23,,60-90 Days Late,49.0,7.0,False,759.0,1.0,0.0
5444543,1979-08-11,"500 Grace Harbor Apt. 198
East Robertborough, AR 89242",0,60398.63,Employed,190,Divorced,Master,70,10958028.0,Mortgage,15933.89,2917.51,2017-03-17,2022-10-11,On Time,208.0,28.0,True,392.0,2.0,1.0
5444543,1979-08-11,"500 Grace Harbor Apt. 198
East Robertborough, AR 89242",0,60398.63,Employed,190,Divorced,Master,70,15121879.0,Mortgage,12940.08,2917.44,2020-08-15,2022-10-07,On Time,179.0,34.0,True,512.0,2.0,0.0
5444543,1979-08-11,"500 Grace Harbor Apt. 198
East Robertborough, AR 89242",0,60398.63,Employed,190,Divorced,Master,70,15218798.0,Mortgage,11210.74,2917.43,2021-01-21,2022-11-04,On Time,212.0,29.0,True,480.0,2.0,0.0
8407796,1987-04-19,"Unit 0738 Box 1832
DPO AE 77031",2,21175.48,Self-Employed,59,Married,Bachelor,133,268032.0,Credit Card,9428.57,2894.61,2024-05-02,,30-60 Days Late,92.0,32.0,True,511.0,1.0,1.0
8407796,1987-04-19,"Unit 0738 Box 1832
DPO AE 77031",2,21175.48,Self-Employed,59,Married,Bachelor,133,12746755.0,Credit Card,11231.74,2894.52,2021-07-04,2022-09-08,30-60 Days Late,167.0,32.0,False,504.0,1.0,1.0
8407796,1987-04-19,"Unit 0738 Box 1832
DPO AE 77031",2,21175.48,Self-Employed,59,Married,Bachelor,133,5153219.0,Personal Loan,11474.92,2894.61,2021-06-08,2022-09-08,30-60 Days Late,129.0,34.0,False,492.0,1.0,1.0
3419352,1977-10-26,"4255 Chambers Spring Suite 860
Kimburgh, FM 59716",2,50108.54,Self-Employed,102,Divorced,High School,117,8148659.0,Mortgage,15640.43,4607.12,2022-09-28,2024-07-07,On Time,109.0,19.0,True,760.0,0.0,0.0
3419352,1977-10-26,"4255 Chambers Spring Suite 860
Kimburgh, FM 59716",2,50108.54,Self-Employed,102,Divorced,High School,117,11241158.0,Mortgage,15899.45,4607.08,2021-11-03,2025-02-28,On Time,161.0,20.0,False,756.0,0.0,0.0
3582076,2007-08-19,"5806 Stanley Green
New Charles, OK 47083",4,28692.73,Employed,173,Divorced,High School,132,13749767.0,Credit Card,22439.87,4023.25,2017-01-06,,On Time,200.0,37.0,True,631.0,1.0,0.0
11261545,1993-08-08,"3202 Cline Parkway Suite 903
Port Catherinemouth, SC 56784",3,68911.08,Self-Employed,185,Married,Bachelor,77,12605963.0,Personal Loan,7034.51,1709.3,2015-09-21,2023-06-20,On Time,284.0,42.0,False,572.0,1.0,1.0
11261545,1993-08-08,"3202 Cline Parkway Suite 903
Port Catherinemouth, SC 56784",3,68911.08,Self-Employed,185,Married,Bachelor,77,6545008.0,Personal Loan,7127.1,1709.2,2015-09-21,2023-06-20,On Time,299.0,34.0,False,383.0,1.0,0.0
8867975,1971-03-01,"28230 Adam Junctions Apt. 561
Lake Brianstad, VI 02782",3,40855.07,Employed,44,Divorced,High School,127,11937655.0,Credit Card,19104.5,5130.62,2020-03-02,,30-60 Days Late,210.0,16.0,False,718.0,2.0,1.0
8867975,1971-03-01,"28230 Adam Junctions Apt. 561
Lake Brianstad, VI 02782",3,40855.07,Employed,44,Divorced,High School,127,8493697.0,Credit Card,19876.64,5130.66,2019-12-10,,60-90 Days Late,206.0,16.0,False,644.0,2.0,1.0
4366271,2004-09-29,"3223 Bradley Locks
Lake Nancy, PW 55645",4,60335.03,Employed,194,Divorced,Master,18,13045039.0,Mortgage,13281.65,4363.4,2021-06-12,2023-01-29,30-60 Days Late,55.0,42.0,True,398.0,2.0,0.0
4366271,2004-09-29,"3223 Bradley Locks
Lake Nancy, PW 55645",4,60335.03,Employed,194,Divorced,Master,18,11570321.0,Personal Loan,11754.11,4363.35,2021-01-05,2022-08-11,30-60 Days Late,102.0,35.0,True,434.0,2.0,0.0
4366271,2004-09-29,"3223 Bradley Locks
Lake Nancy, PW 55645",4,60335.03,Employed,194,Divorced,Master,18,98558.0,Personal Loan,12217.25,4363.33,2019-09-26,2022-02-26,60-90 Days Late,51.0,30.0,True,425.0,2.0,0.0
16047358,1988-06-01,"0957 Christopher Greens
Collinsview, AK 71449",0,55688.06,Self-Employed,236,Divorced,High School,147,15169718.0,Credit Card,11585.9,4715.92,2020-08-25,2023-10-14,60-90 Days Late,44.0,16.0,True,444.0,0.0,0.0
16047358,1988-06-01,"0957 Christopher Greens
Collinsview, AK 71449",0,55688.06,Self-Employed,236,Divorced,High School,147,5393154.0,Mortgage,11353.67,4715.92,2021-10-16,,60-90 Days Late,58.0,19.0,False,539.0,0.0,0.0
11930380,1963-02-10,"5815 Spencer Stream
Carolynstad, SC 17536",4,53713.59,Employed,61,Divorced,Bachelor,40,9752197.0,Mortgage,16617.83,2510.08,2021-08-08,2023-01-10,30-60 Days Late,188.0,3.0,True,742.0,1.0,0.0
11930380,1963-02-10,"5815 Spencer Stream
Carolynstad, SC 17536",4,53713.59,Employed,61,Divorced,Bachelor,40,14557116.0,Mortgage,16821.25,2510.08,2025-02-20,,On Time,204.0,4.0,False,520.0,1.0,1.0
1103090,1970-08-23,"98911 James Landing Suite 353
Port Garrettton, MS 40824",4,49906.94,Self-Employed,166,Married,PhD,46,3079510.0,Credit Card,18558.51,4065.81,2022-12-25,,60-90 Days Late,176.0,57.0,False,364.0,1.0,1.0
1103090,1970-08-23,"98911 James Landing Suite 353
Port Garrettton, MS 40824",4,49906.94,Self-Employed,166,Married,PhD,46,3721268.0,Credit Card,19162.03,4065.86,2022-07-03,2023-04-21,60-90 Days Late,102.0,58.0,False,395.0,1.0,1.0
1103090,1970-08-23,"98911 James Landing Suite 353
Port Garrettton, MS 40824",4,49906.94,Self-Employed,166,Married,PhD,46,11691966.0,Personal Loan,19358.39,4066.03,2022-02-07,2023-03-24,60-90 Days Late,146.0,57.0,False,390.0,1.0,1.0
4671352,1990-12-08,"PSC 9267, Box 5940
APO AE 41996",3,39742.26,Employed,215,Single,High School,125,911951.0,Mortgage,17286.96,4643.36,2025-09-13,2023-12-29,On Time,73.0,41.0,True,502.0,2.0,0.0
9028749,1969-08-05,"560 Patricia Corners
East Charlesport, MH 89670",0,25810.91,Employed,14,Married,Master,170,596352.0,Credit Card,17426.44,2545.64,2020-10-12,,On Time,145.0,38.0,False,726.0,0.0,0.0
9028749,1969-08-05,"560 Patricia Corners
East Charlesport, MH 89670",0,25810.91,Employed,14,Married,Master,170,8194005.0,Personal Loan,16285.45,2545.42,2019-10-08,2023-01-04,30-60 Days Late,171.0,47.0,False,731.0,1.0,0.0
4578428,1983-11-18,"430 Kirby Drives
Port Johnmouth, NV 98903",4,51457.55,Self-Employed,133,Single,High School,8,11033938.0,Personal Loan,12127.91,2864.01,2015-10-29,2025-06-24,30-60 Days Late,3.0,55.0,True,828.0,2.0,0.0
13828125,1982-10-11,"6805 Yang Circles
Lake Linda, WY 46941",3,36643.58,Unemployed,126,Divorced,Bachelor,60,8035404.0,Mortgage,15704.21,4867.09,2023-02-01,2022-10-10,On Time,195.0,12.0,False,490.0,1.0,1.0
1783710,1985-11-25,"082 Bell Plaza
Hernandezmouth, GU 35228",2,44250.31,Employed,102,Single,PhD,15,4904967.0,Personal Loan,14192.5,5264.11,2019-10-22,2022-02-05,On Time,113.0,19.0,True,713.0,0.0,0.0
1783710,1985-11-25,"082 Bell Plaza
Hernandezmouth, GU 35228",2,44250.31,Employed,102,Single,PhD,15,8594625.0,Personal Loan,16469.18,5264.11,2020-11-18,2022-03-01,On Time,144.0,4.0,True,836.0,0.0,0.0
1783710,1985-11-25,"082 Bell Plaza
Hernandezmouth, GU 35228",2,44250.31,Employed,102,Single,PhD,15,10056337.0,Personal Loan,16441.18,5264.11,2022-05-30,2022-01-30,30-60 Days Late,110.0,4.0,False,849.0,0.0,0.0
7408802,1965-06-12,"80658 Payne Hollow Suite 950
Port Aliciachester, ND 47959",1,38508.88,Unemployed,69,Single,Bachelor,23,6647770.0,Personal Loan,14252.16,3913.3,2024-06-10,2023-12-04,On Time,160.0,44.0,False,849.0,1.0,1.0
7708069,1992-10-19,"440 Jason Glens
North Alexandra, IN 68628",2,41311.89,Employed,104,Single,Master,175,16029496.0,Auto Loan,22236.33,1321.46,2022-06-07,2024-06-10,60-90 Days Late,207.0,8.0,False,300.0,1.0,0.0
7708069,1992-10-19,"440 Jason Glens
North Alexandra, IN 68628",2,41311.89,Employed,104,Single,Master,175,1696448.0,Credit Card,23162.72,1321.31,2022-10-03,2024-06-27,60-90 Days Late,207.0,6.0,False,302.0,1.0,1.0
7708069,1992-10-19,"440 Jason Glens
North Alexandra, IN 68628",2,41311.89,Employed,104,Single,Master,175,12495458.0,Credit Card,23214.43,1321.64,2022-10-10,2024-06-29,60-90 Days Late,207.0,1.0,False,300.0,1.0,0.0
7708069,1992-10-19,"440 Jason Glens
North Alexandra, IN 68628",2,41311.89,Employed,104,Single,Master,175,761680.0,Auto Loan,11393.72,1321.24,2018-08-31,2022-12-21,60-90 Days Late,112.0,28.0,True,356.0,1.0,0.0
7708069,1992-10-19,"440 Jason Glens
North Alexandra, IN 68628",2,41311.89,Employed,104,Single,Master,175,3077691.0,Auto Loan,17495.94,1321.25,2018-06-24,2023-08-15,60-90 Days Late,207.0,22.0,True,378.0,1.0,1.0
8983338,1956-08-27,"77175 Graves Flats
West Andrewside, NY 53859",2,55870.11,Self-Employed,130,Married,Bachelor,16,2480139.0,Personal Loan,19424.78,4849.54,2021-02-09,2023-09-25,On Time,26.0,34.0,True,377.0,1.0,0.0
8983338,1956-08-27,"77175 Graves Flats
West Andrewside, NY 53859",2,55870.11,Self-Employed,130,Married,Bachelor,16,15521971.0,Mortgage,18851.26,4849.6,2021-07-07,2024-01-05,On Time,194.0,29.0,True,496.0,1.0,0.0
8983338,1956-08-27,"77175 Graves Flats
West Andrewside, NY 53859",2,55870.11,Self-Employed,130,Married,Bachelor,16,1725076.0,Mortgage,19482.03,4849.56,2020-09-07,2024-02-28,On Time,200.0,35.0,True,585.0,1.0,0.0
5385441,1964-07-12,"549 Oscar Courts
East Andrew, IN 04398",4,61625.52,Unemployed,106,Married,High School,26,7888839.0,Mortgage,16269.12,3347.05,2016-11-24,2024-08-30,30-60 Days Late,182.0,28.0,False,425.0,0.0,1.0
8305002,1982-12-01,"1309 Morris Land
Lake Matthewshire, DC 62386",4,24127.67,Employed,207,Divorced,PhD,17,11872420.0,Personal Loan,18732.76,5694.53,2025-09-13,2022-12-09,30-60 Days Late,164.0,47.0,True,498.0,0.0,0.0
4076012,1977-07-27,"98520 Hamilton Isle
Christianville, WV 68696",2,56567.25,Employed,236,Divorced,Master,4,16327385.0,Personal Loan,22793.78,2139.26,2020-02-26,,On Time,104.0,35.0,True,572.0,1.0,1.0
4076012,1977-07-27,"98520 Hamilton Isle
Christianville, WV 68696",2,56567.25,Employed,236,Divorced,Master,4,8432545.0,Credit Card,20503.76,2139.29,2023-08-02,,On Time,170.0,52.0,True,633.0,1.0,1.0
1663120,2004-06-25,"680 Lam Plains
New Jeffrey, VI 20665",2,30817.64,Employed,152,Single,High School,159,9878023.0,Mortgage,12484.67,3933.17,2025-01-05,2024-10-30,30-60 Days Late,34.0,37.0,False,483.0,2.0,0.0
8603553,1982-03-02,"71636 Hamilton Turnpike
Powellchester, FM 37435",4,45023.96,Unemployed,55,Single,High School,47,11493085.0,Mortgage,20139.97,4703.21,2025-05-28,,30-60 Days Late,113.0,37.0,True,455.0,1.0,0.0
8603553,1982-03-02,"71636 Hamilton Turnpike
Powellchester, FM 37435",4,45023.96,Unemployed,55,Single,High School,47,6375275.0,Personal Loan,19687.23,4703.17,2025-09-13,,30-60 Days Late,120.0,38.0,True,516.0,1.0,0.0
11828707,1981-08-17,"73970 Martin Camp
Port Joy, DE 68987",3,43481.19,Unemployed,182,Single,Master,178,816832.0,Mortgage,24039.24,4035.14,2019-12-01,2024-05-07,30-60 Days Late,280.0,30.0,False,464.0,2.0,1.0
3920066,1965-08-11,"3569 Carter Loop Apt. 362
East Douglasshire, AK 19333",2,62710.71,Employed,136,Divorced,Master,83,10673511.0,Mortgage,11546.28,2501.4,2024-06-15,,On Time,285.0,12.0,False,699.0,2.0,0.0
15976864,2007-02-27,"898 Sara Shoal
Mccallmouth, IL 01125",2,43645.14,Self-Employed,168,Married,Master,117,46428.0,Credit Card,15403.56,6051.83,2020-03-26,2023-01-23,On Time,111.0,18.0,False,809.0,1.0,1.0
4450735,2001-05-22,"38686 Boyd Islands Suite 147
East Rebeccafort, OK 57757",1,42245.49,Self-Employed,121,Married,High School,93,7908311.0,Mortgage,14471.22,3697.81,2018-11-07,2021-05-15,30-60 Days Late,37.0,31.0,True,300.0,1.0,1.0
4450735,2001-05-22,"38686 Boyd Islands Suite 147
East Rebeccafort, OK 57757",1,42245.49,Self-Employed,121,Married,High School,93,15887720.0,Mortgage,14828.07,3697.86,2019-06-30,,30-60 Days Late,76.0,31.0,False,300.0,1.0,1.0
4450735,2001-05-22,"38686 Boyd Islands Suite 147
East Rebeccafort, OK 57757",1,42245.49,Self-Employed,121,Married,High School,93,2561935.0,Mortgage,15829.95,3697.83,2019-02-17,2020-09-18,30-60 Days Late,19.0,31.0,False,300.0,1.0,1.0
8946925,1967-05-23,"7482 Hughes Turnpike Suite 293
East Alexander, NC 74880",2,24937.63,Employed,224,Single,High School,51,5497081.0,Personal Loan,23066.3,3979.98,2016-05-20,2024-06-16,30-60 Days Late,66.0,29.0,True,372.0,1.0,1.0
8946925,1967-05-23,"7482 Hughes Turnpike Suite 293
East Alexander, NC 74880",2,24937.63,Employed,224,Single,High School,51,2762978.0,Personal Loan,20647.32,3979.98,2017-06-06,,On Time,66.0,32.0,True,372.0,1.0,1.0
5725431,1955-05-23,"676 Sherri Key Suite 567
Port Lindaburgh, CT 85962",0,49717.34,Unemployed,118,Divorced,Master,57,12114396.0,Credit Card,15974.13,3528.14,2022-05-10,,60-90 Days Late,94.0,50.0,False,615.0,2.0,1.0
5725431,1955-05-23,"676 Sherri Key Suite 567
Port Lindaburgh, CT 85962",0,49717.34,Unemployed,118,Divorced,Master,57,11884798.0,Auto Loan,15833.42,3528.03,2023-06-16,2023-11-11,30-60 Days Late,124.0,51.0,False,546.0,2.0,1.0
11559900,1977-11-25,"2924 Hernandez Hill
New Carl, TX 75326",0,40467.44,Unemployed,77,Single,PhD,12,13065814.0,Credit Card,14317.97,4283.88,2024-05-08,2022-06-18,30-60 Days Late,206.0,23.0,False,558.0,2.0,0.0
10473742,1987-10-23,"69760 Jeffery Court Apt. 349
Gonzalezfort, MS 25738",4,47937.62,Employed,42,Single,High School,34,11548314.0,Mortgage,15499.67,4664.35,2019-05-10,2021-09-17,60-90 Days Late,121.0,28.0,False,645.0,1.0,1.0
10473742,1987-10-23,"69760 Jeffery Court Apt. 349
Gonzalezfort, MS 25738",4,47937.62,Employed,42,Single,High School,34,5973433.0,Mortgage,14325.73,4664.37,2017-09-12,2022-02-23,30-60 Days Late,232.0,26.0,False,622.0,2.0,1.0
10473742,1987-10-23,"69760 Jeffery Court Apt. 349
Gonzalezfort, MS 25738",4,47937.62,Employed,42,Single,High School,34,10727189.0,Mortgage,14309.26,4664.34,2017-01-31,2021-07-25,60-90 Days Late,245.0,27.0,False,659.0,2.0,1.0
10473742,1987-10-23,"69760 Jeffery Court Apt. 349
Gonzalezfort, MS 25738",4,47937.62,Employed,42,Single,High School,34,1797857.0,Credit Card,15088.06,4664.32,2023-08-10,2023-04-27,30-60 Days Late,105.0,19.0,False,762.0,2.0,1.0
1160288,1965-04-14,"437 Jennifer Knoll
Jeffville, IA 32731",2,30984.38,Employed,42,Single,PhD,57,8223901.0,Auto Loan,16650.47,5925.13,2018-11-21,,30-60 Days Late,181.0,14.0,True,849.0,0.0,0.0
1160288,1965-04-14,"437 Jennifer Knoll
Jeffville, IA 32731",2,30984.38,Employed,42,Single,PhD,57,1387519.0,Auto Loan,15705.61,5925.14,2019-02-01,,30-60 Days Late,151.0,24.0,True,726.0,0.0,0.0
1160288,1965-04-14,"437 Jennifer Knoll
Jeffville, IA 32731",2,30984.38,Employed,42,Single,PhD,57,12478842.0,Credit Card,13670.69,5925.13,2018-07-20,2023-12-02,30-60 Days Late,133.0,30.0,True,645.0,0.0,1.0
1160288,1965-04-14,"437 Jennifer Knoll
Jeffville, IA 32731",2,30984.38,Employed,42,Single,PhD,57,14179121.0,Auto Loan,16682.42,5925.13,2021-09-30,2023-06-28,60-90 Days Late,139.0,11.0,False,654.0,0.0,0.0
7983170,1969-06-04,"5379 Ramos Loaf Apt. 742
Lake Ethanbury, WA 27975",2,56869.75,Employed,88,Married,PhD,12,12279255.0,Credit Card,17937.05,4144.38,2019-02-04,,30-60 Days Late,52.0,14.0,True,411.0,0.0,1.0
14155492,1990-01-07,"2507 Beverly Pine
South Davidfurt, WA 42374",4,74195.62,Employed,79,Married,High School,43,7148434.0,Mortgage,7160.43,5319.56,2020-11-06,2024-12-23,30-60 Days Late,169.0,19.0,False,391.0,1.0,0.0
